,fixed acidity_val,volatile acidity_val,citric acid_val,residual sugar_val,chlorides_val,free sulfur dioxide_val,total sulfur dioxide_val,density_val,pH_val,sulphates_val,alcohol_val,quality_val,fixed acidity_z,volatile acidity_z,citric acid_z,residual sugar_z,chlorides_z,free sulfur dioxide_z,total sulfur dioxide_z,density_z,pH_z,sulphates_z,alcohol_z,quality_z
1663,7.9,0.33,0.28,31.6,0.053,35.0,176.0,1.0103,3.15,0.38,8.8,6,1.2387230748559976,0.5135611644597982,0.44783612025443503,4.970597725702106,0.33084915879240917,0.01811688714124663,0.8857623491733542,5.4412542335766805,0.2534463207036641,0.9626049390750804,1.3931524599299125,0.13787014016904328
1672,6.6,0.26,0.31,4.8,0.138,41.0,168.0,0.9951,3.2,0.38,9.3,5,0.30195908960270074,0.18099174501966547,0.19991749948742807,0.31379321992065795,4.221768349776948,0.3347121912596517,0.6974992631041207,0.35866480048929206,0.07771199941759302,0.9626049390750804,0.9868119012233645,0.991373917603488
1673,6.6,0.27,0.31,5.3,0.137,35.0,163.0,0.9951,3.2,0.38,9.3,5,0.30195908960270074,0.08176990080831344,0.19991749948742807,0.21520383660680042,4.175992829883012,0.01811688714124663,0.5798348343108498,0.35866480048929206,0.07771199941759302,0.9626049390750804,0.9868119012233645,0.991373917603488
1681,6.3,0.31,0.3,10.0,0.046,49.0,212.0,0.9962,3.74,0.55,11.9,6,0.6575011275547077,0.3151174760370941,0.2825570397430972,0.7115363665434604,0.010420519534859058,0.8051509624608495,1.7329462364849049,0.726483772620613,3.6542218567271507,0.5271310023598879,1.1261590040506848,0.13787014016904328
1688,6.7,0.25,0.26,1.55,0.041,118.5,216.0,0.9949,3.55,0.63,9.4,3,0.18344507695203105,0.2802135892310175,0.6131152007657733,0.9546242114607318,0.21845707993481953,4.892087787271255,1.8270777795195217,0.2917886237381495,2.395820240266378,1.22818321009399,0.9055437894820552,3.249862033148551
1708,7.0,0.61,0.26,1.7,0.051,25.0,161.0,0.9946,3.36,0.6,10.6,4,0.17209696099997587,3.2917728023776522,0.6131152007657733,0.9250473964665745,0.23929811900453762,0.6061653511427438,0.5327690627935414,0.19147435861143572,1.137418623805608,0.9652886321937013,0.06967355141365948,2.1206179753760193
1714,6.8,0.3,0.24,6.6,0.123,35.0,116.0,0.9953,3.07,0.48,9.4,5,0.06493106430136242,0.2158956318257421,0.7783942812771115,0.04112856000922911,3.535135551367911,0.01811688714124663,0.526210796345897,0.42554097724043455,0.783299632897673,0.08628967940745241,0.9055437894820552,0.991373917603488
1722,7.5,0.4,1.0,19.5,0.041,33.0,148.0,0.9977,3.24,0.38,12.0,6,0.7646670242533211,1.2081140739392617,5.502210778153736,2.584734649506754,0.21845707993481953,0.13572657994154608,0.226841547931037,1.2280550982542562,0.34263865551459755,0.9626049390750804,1.2074271157919942,0.13787014016904328
1728,6.8,0.3,0.24,6.6,0.123,35.0,116.0,0.9953,3.07,0.48,9.4,5,0.06493106430136242,0.2158956318257421,0.7783942812771115,0.04112856000922911,3.535135551367911,0.01811688714124663,0.526210796345897,0.42554097724043455,0.783299632897673,0.08628967940745241,0.9055437894820552,0.991373917603488
1744,6.6,0.22,0.58,1.1,0.133,52.0,136.0,0.9932,3.1,0.3,9.1,5,0.30195908960270074,0.5778791218650733,2.0313500874156363,1.0433546564432035,3.992890750307269,0.9815655016612986,0.05555308117281325,0.2766588786466362,0.5846046408249183,1.663657146809183,1.1493481247059845,0.991373917603488
1758,9.6,0.21,0.28,1.2,0.038,12.0,53.0,0.9926,2.8,0.46,10.6,5,3.2534612899173707,0.6771009660764253,0.44783612025443503,1.023636779780432,0.35578363961662685,1.3706283543446902,2.0087825991411106,0.47728740890006377,2.571554561552452,0.26155273134097773,0.06967355141365948,0.991373917603488
1759,6.6,0.62,0.2,8.7,0.046,81.0,224.0,0.99605,3.17,0.44,9.3,5,0.30195908960270074,3.390994646589004,1.1089524422997876,0.4552039699274307,0.010420519534859058,2.6869060472656408,2.015340865588755,0.6763266400572562,0.12098299265516183,0.4368157832745035,0.9868119012233645,0.991373917603488
1775,7.7,0.49,1.0,19.6,0.03,28.0,135.0,0.9973,3.24,0.4,12.0,6,1.0016950495546595,2.101110671841429,5.502210778153736,2.6044525261695255,0.7219877987681128,0.4297508119422947,0.07908596693146744,1.094302744751934,0.34263865551459755,0.7873418871415545,1.2074271157919942,0.13787014016904328
1790,9.4,0.16,0.3,1.4,0.042,26.0,176.0,0.9954,3.15,0.46,9.1,5,3.0164332646160332,1.1732101871331848,0.2825570397430972,0.9842010264548893,0.17268156004088375,0.5473605047425941,0.8857623491733542,0.4589790656160058,0.2534463207036641,0.26155273134097773,1.1493481247059845,0.991373917603488
1801,9.4,0.16,0.23,1.6,0.042,14.0,67.0,0.9942,3.07,0.32,9.5,5,3.0164332646160332,1.1732101871331848,0.8610338215327804,0.944765273129346,0.17268156004088375,1.2530186615443908,1.6793221985199522,0.05772200510911356,0.783299632897673,1.488394094875657,0.8242756777407458,0.991373917603488
1835,8.0,0.55,0.42,12.6,0.211,37.0,213.0,0.9988,2.99,0.56,9.3,5,1.3572370875066664,2.696441737109541,0.7091174433249314,1.2242011597755194,7.563381302034255,0.09949280565905282,1.7564791222435592,1.5958740703855772,1.3131529450916792,0.6147625283266507,0.9868119012233645,0.991373917603488
1836,7.0,0.19,0.23,5.7,0.123,27.0,104.0,0.9954,3.04,0.54,9.4,6,0.17209696099997587,0.8755446544991291,0.8610338215327804,0.13633232995571434,3.535135551367911,0.4885556583424444,0.8086054254497472,0.4589790656160058,0.981994624970425,0.4394994763931249,0.9055437894820552,0.13787014016904328
1839,7.0,0.19,0.23,5.7,0.123,27.0,104.0,0.9954,3.04,0.54,9.4,6,0.17209696099997587,0.8755446544991291,0.8610338215327804,0.13633232995571434,3.535135551367911,0.4885556583424444,0.8086054254497472,0.4589790656160058,0.981994624970425,0.4394994763931249,0.9055437894820552,0.13787014016904328
1842,8.2,0.18,0.31,11.8,0.039,96.0,249.0,0.9976,3.07,0.52,9.5,6,1.5942651128080036,0.9747664987104812,0.19991749948742807,1.0664581464733476,0.3100081197226911,3.5689787432678863,2.6036630095551097,1.194617009878685,0.783299632897673,0.26423642445959916,0.8242756777407458,0.13787014016904328
1856,10.0,0.91,0.42,1.6,0.056,34.0,181.0,0.9968,3.11,0.46,10.0,4,3.727517340520047,6.26842812871821,0.7091174433249314,0.944765273129346,0.4681757184742165,0.07692173354139635,1.003426777966625,0.9271123028740778,0.5183729768006685,0.26155273134097773,0.41793511903419783,2.1206179753760193
1862,7.3,0.13,0.31,2.3,0.054,22.0,104.0,0.9924,3.24,0.92,11.5,7,0.5276389989519829,1.4708757197672406,0.19991749948742807,0.8067401364899456,0.37662467868634497,0.782579890343193,0.8086054254497472,0.5441635856512435,0.34263865551459755,3.769497463130112,0.8010865570854462,1.2671141979415745
1865,7.6,0.36,0.44,8.3,0.255,28.0,142.0,0.9958,3.12,0.43,10.2,6,0.8831810369039897,0.8112266970938538,0.8743965238362696,0.3763324632763449,9.577504177367429,0.4297508119422947,0.08564423337911187,0.592731419118328,0.45214131277641595,0.5244473092412664,0.2553988955515792,0.13787014016904328
1900,10.0,0.23,0.27,14.1,0.033,45.0,166.0,0.9988,2.72,0.43,9.7,6,3.727517340520047,0.4786572776537213,0.5304756605101041,1.519969309717092,0.5846612390863054,0.5699315768602506,0.6504334915868123,1.5958740703855772,3.101407873746458,0.5244473092412664,0.6617394542581272,0.13787014016904328
1925,6.3,0.2,0.58,1.4,0.204,15.0,97.0,0.9931,3.16,0.43,10.0,6,0.6575011275547077,0.776322810287777,2.0313500874156363,0.9842010264548893,7.2429526627767045,1.1942138151442412,0.9733356257603265,0.31009696702220746,0.18721465667941148,0.5244473092412664,0.41793511903419783,0.13787014016904328
1926,6.3,0.22,0.57,1.4,0.208,14.0,96.0,0.9932,3.16,0.43,10.0,6,0.6575011275547077,0.5778791218650733,1.948710547159967,0.9842010264548893,7.426054742352448,1.2530186615443908,0.9968685115189807,0.2766588786466362,0.18721465667941148,0.5244473092412664,0.41793511903419783,0.13787014016904328
1931,7.1,0.49,0.22,2.0,0.047,146.5,307.5,0.9924,3.24,0.37,11.0,3,0.2906109736506445,2.101110671841429,0.9436733617884495,0.8658937664782601,0.056196039428794836,6.538623486475448,3.9803368264363796,0.5441635856512435,0.34263865551459755,1.0502364650418432,0.3947459983788982,3.249862033148551
1932,9.2,0.71,0.23,6.2,0.042,15.0,93.0,0.9948,2.89,0.34,10.1,6,2.779405239314694,4.283991244491172,0.8610338215327804,0.0377429466418568,0.17268156004088375,1.1942138151442412,1.0674671687949433,0.25835053536257824,1.9754695853341904,1.3131310429421315,0.3366670072928885,0.13787014016904328
1951,9.9,1.005,0.46,1.4,0.046,34.0,185.0,0.9966,3.02,0.49,10.2,4,3.6090033278693787,7.211035648726053,1.0396756043476079,0.9842010264548893,0.010420519534859058,0.07692173354139635,1.0975583210012418,0.8602361261229352,1.1144579530189271,0.001341846559310476,0.2553988955515792,2.1206179753760193
1961,9.5,0.21,0.47,1.3,0.039,21.0,123.0,0.9959,2.9,0.64,9.5,5,3.134947277266702,0.6771009660764253,1.1223151446032766,1.0039189031176607,0.3100081197226911,0.8413847367433428,0.3614805960353177,0.6261695074938993,1.9092379213099406,1.3158147360607528,0.8242756777407458,0.991373917603488
2024,8.0,0.43,0.4,12.4,0.168,29.0,190.0,0.9991,3.07,0.64,9.2,5,1.3572370875066664,1.5057796065733173,0.5438383628135937,1.1847654064499766,5.59503394659502,0.370945965542145,1.2152227497945127,1.696188335512291,0.783299632897673,1.3158147360607528,1.0680800129646753,0.991373917603488
2025,7.5,0.3,0.71,1.3,0.16,44.0,149.0,0.9948,3.08,0.42,8.9,5,0.7646670242533211,0.2158956318257421,3.1056641107393337,1.0039189031176607,5.228829787443534,0.5111267304601008,0.2503744336896912,0.25835053536257824,0.7170679688734205,0.6120788352080293,1.3118843481886031,0.991373917603488
2026,6.4,0.26,0.4,1.7,0.179,5.0,60.0,0.9925,3.09,0.54,10.1,5,0.538987114904038,0.18099174501966547,0.5438383628135937,0.9250473964665745,6.098564665428313,1.7822622791457383,1.8440523988305315,0.510725497275635,0.6508363048491708,0.4394994763931249,0.3366670072928885,0.991373917603488
2030,9.5,0.42,0.41,2.3,0.034,22.0,145.0,0.9951,3.06,0.52,11.0,6,3.134947277266702,1.4065577623619654,0.6264779030692623,0.8067401364899456,0.5388857191923696,0.782579890343193,0.15624289065507443,0.35866480048929206,0.8495312969219228,0.26423642445959916,0.3947459983788982,0.13787014016904328
2036,5.7,0.27,0.32,1.2,0.046,20.0,155.0,0.9934,3.8,0.41,10.2,6,1.3685852034587214,0.08176990080831344,0.11727795923175896,1.023636779780432,0.010420519534859058,0.9001895831434925,0.3915717482416163,0.20978270189549367,4.0516118408726545,0.6997103611747921,0.2553988955515792,0.13787014016904328
2050,11.8,0.23,0.38,11.1,0.034,15.0,123.0,0.9997,2.93,0.55,9.7,3,5.860769568232091,0.4786572776537213,0.37855928230225533,0.9284330098339468,0.5388857191923696,1.1942138151442412,0.3614805960353177,1.8968168657657558,1.7105429292371859,0.5271310023598879,0.6617394542581272,3.249862033148551
2078,5.9,0.17,0.3,1.4,0.042,25.0,119.0,0.9931,3.68,0.72,10.5,6,1.1315571781573832,1.0739883429218329,0.2825570397430972,0.9842010264548893,0.17268156004088375,0.6061653511427438,0.4556121390699344,0.31009696702220746,3.256831872581644,2.016866943794855,0.011594560327649826,0.13787014016904328
2083,9.4,0.3,0.32,10.7,0.029,14.0,111.0,0.9958,2.85,0.42,10.6,5,3.0164332646160332,0.2158956318257421,0.11727795923175896,0.8495615031828607,0.7677633186620484,1.2530186615443908,0.643875225139168,0.592731419118328,2.240396241431195,0.6120788352080293,0.06967355141365948,0.991373917603488
2092,5.3,0.76,0.03,2.7,0.043,27.0,93.0,0.9932,3.34,0.38,9.2,5,1.8426412540613981,4.780100465547932,2.5138246266461617,0.7278686298388595,0.12690604014694828,0.4885556583424444,1.0674671687949433,0.2766588786466362,1.0049552957571057,0.9626049390750804,1.0680800129646753,0.991373917603488
2127,9.1,0.33,0.38,1.7,0.062,50.5,344.0,0.9958,3.1,0.7,9.5,5,2.660891226664025,0.5135611644597982,0.37855928230225533,0.9250473964665745,0.7428288378378309,0.8933582320610741,4.8392871566272575,0.592731419118328,0.5846046408249183,1.8416038918613291,0.8242756777407458,0.991373917603488
2154,9.8,0.93,0.45,8.6,0.052,34.0,187.0,0.9994,3.12,0.59,10.2,4,3.49048931521871,6.466871817140914,0.9570360640919388,0.4354860932646592,0.2850736388984734,0.07692173354139635,1.1446240925185502,1.7965026006390048,0.45214131277641595,0.8776571062269384,0.2553988955515792,2.1206179753760193
2162,9.9,0.49,0.23,2.4,0.087,19.0,115.0,0.9948,2.77,0.44,9.4,6,3.6090033278693787,2.101110671841429,0.8610338215327804,0.7870222598271741,1.8872168351862242,0.9589944295436422,0.5497436821045512,0.25835053536257824,2.770249553625204,0.4368157832745035,0.9055437894820552,0.13787014016904328
2186,6.5,0.39,0.81,1.2,0.217,14.0,74.0,0.9936,3.08,0.53,9.5,5,0.4204731022533693,1.1088922297279098,3.932059513296025,1.023636779780432,7.83803442139787,1.2530186615443908,1.5145919982093727,0.142906525144314,0.7170679688734205,0.35186795042636204,0.8242756777407458,0.991373917603488
2257,7.2,0.39,0.54,1.4,0.157,34.0,132.0,0.99449,3.11,0.53,9.0,6,0.40912498630131416,1.1088922297279098,1.7007919263929605,0.9842010264548893,5.091503227761726,0.07692173354139635,0.14968462420743,0.15469246139828507,0.5183729768006685,0.35186795042636204,1.230616236447294,0.13787014016904328
2259,7.2,0.39,0.54,1.4,0.157,34.0,132.0,0.99449,3.11,0.53,9.0,6,0.40912498630131416,1.1088922297279098,1.7007919263929605,0.9842010264548893,5.091503227761726,0.07692173354139635,0.14968462420743,0.15469246139828507,0.5183729768006685,0.35186795042636204,1.230616236447294,0.13787014016904328
2266,9.4,0.42,0.32,6.5,0.027,20.0,167.0,0.99479,3.08,0.43,10.6,5,3.0164332646160332,1.4065577623619654,0.11727795923175896,0.021410683346457675,0.85931435844992,0.9001895831434925,0.6739663773454665,0.25500672652499884,0.7170679688734205,0.5244473092412664,0.06967355141365948,0.991373917603488
2279,7.1,0.4,0.52,1.3,0.148,45.0,149.0,0.99468,3.08,0.56,8.7,5,0.2906109736506445,1.2081140739392617,1.5355128458816223,1.0039189031176607,4.679523548716304,0.5699315768602506,0.2503744336896912,0.2182248293118853,0.7170679688734205,0.6147625283266507,1.4744205716712233,0.991373917603488
2286,6.6,0.41,0.24,4.9,0.158,47.0,144.0,0.99471,3.17,0.49,9.4,5,0.30195908960270074,1.3073359181506132,0.7783942812771115,0.29407534325788637,5.137278747655662,0.6875412696605501,0.13271000489642024,0.22825625582454928,0.12098299265516183,0.001341846559310476,0.9055437894820552,0.991373917603488
2287,6.7,0.43,0.23,5.0,0.157,49.0,145.0,0.99471,3.17,0.49,9.4,5,0.18344507695203105,1.5057796065733173,0.8610338215327804,0.2743574665951149,5.091503227761726,0.8051509624608495,0.15624289065507443,0.22825625582454928,0.12098299265516183,0.001341846559310476,0.9055437894820552,0.991373917603488
2308,9.4,0.28,0.3,1.6,0.045,36.0,139.0,0.99534,3.11,0.49,9.3,5,3.0164332646160332,0.017451943403038586,0.2825570397430972,0.944765273129346,0.035355000359076724,0.04068795925890309,0.015045576103149312,0.4389162125906779,0.5183729768006685,0.001341846559310476,0.9868119012233645,0.991373917603488
2312,9.4,0.28,0.3,1.6,0.045,36.0,139.0,0.99534,3.11,0.49,9.3,5,3.0164332646160332,0.017451943403038586,0.2825570397430972,0.944765273129346,0.035355000359076724,0.04068795925890309,0.015045576103149312,0.4389162125906779,0.5183729768006685,0.001341846559310476,0.9868119012233645,0.991373917603488
2321,4.6,0.445,0.0,1.4,0.053,11.0,178.0,0.99426,3.79,0.55,10.2,5,2.6722393426160815,1.6546123728903455,2.7617432474131687,0.9842010264548893,0.33084915879240917,1.42943320074484,0.9328281206906626,0.0777848581344786,3.985380176848405,0.5271310023598879,0.2553988955515792,0.991373917603488
2334,7.5,0.23,0.35,17.8,0.058,128.0,212.0,1.00241,3.44,0.43,8.9,5,0.7646670242533211,0.4786572776537213,0.13064066153524798,2.249530746239638,0.5597267582620881,5.450733828072678,1.7329462364849049,2.8029890607438337,1.667271935999617,0.5244473092412664,1.3118843481886031,0.991373917603488
2336,6.8,0.26,0.22,4.8,0.041,110.0,198.0,0.99437,3.29,0.67,10.6,5,0.06493106430136242,0.18099174501966547,0.9436733617884495,0.31379321992065795,0.21845707993481953,4.3922465928699825,1.4034858358637463,0.11456675534759213,0.6737969756358517,1.5787093139610415,0.06967355141365948,0.991373917603488
2349,7.9,0.46,0.4,10.1,0.168,19.0,184.0,0.99782,3.06,0.62,9.5,5,1.2387230748559976,1.8034451392073734,0.5438383628135937,0.7312542432062318,5.59503394659502,0.9589944295436422,1.0740254352425878,1.2681808043049492,0.8495312969219228,1.140551684127227,0.8242756777407458,0.991373917603488
2359,6.0,0.495,0.27,5.0,0.157,17.0,129.0,0.99396,3.03,0.36,9.3,5,1.0130431655067145,2.150721593947105,0.5304756605101041,0.2743574665951149,5.091503227761726,1.0766041223439415,0.22028328148339255,0.02252940699227232,1.0482262889946776,1.137867991008606,0.9868119012233645,0.991373917603488
2369,6.1,0.16,0.29,6.0,0.03,29.0,144.0,0.99474,3.68,0.46,10.7,6,0.894529152856046,1.1732101871331848,0.3651965799987663,0.07717869996739986,0.7219877987681128,0.370945965542145,0.13271000489642024,0.23828768233721323,3.256831872581644,0.26155273134097773,0.1509416631549688,0.13787014016904328
2371,6.2,0.45,0.73,7.2,0.099,47.0,202.0,0.99582,3.21,0.43,9.2,5,0.7760151402053762,1.7042232949960214,3.270943191250672,0.15943581998585826,2.4365230739134534,0.6875412696605501,1.497617378898363,0.5994190367934497,0.14394366344184267,0.5244473092412664,1.0680800129646753,0.991373917603488
2373,7.6,0.48,0.37,1.2,0.034,5.0,57.0,0.99256,3.05,0.54,10.4,3,0.8831810369039897,2.001888827630077,0.2959197420465862,1.023636779780432,0.5388857191923696,1.7822622791457383,1.914651056106494,0.49066264425030715,0.9157629609461754,0.4394994763931249,0.09286267206895914,3.249862033148551
2378,9.4,0.23,0.56,16.45,0.063,52.5,282.0,1.00098,3.1,0.51,9.3,5,3.0164332646160332,0.4786572776537213,1.8660710069042987,1.9833394112922225,0.7886043577317666,1.0109679248613734,3.380248239590698,2.3248243969730975,0.5846046408249183,0.17660489849283625,0.9868119012233645,0.991373917603488
2394,6.3,0.695,0.55,12.9,0.056,58.0,252.0,0.99806,3.29,0.49,8.7,5,0.6575011275547077,4.1351584781741435,1.7834314666486295,1.2833547897638342,0.4681757184742165,1.334394580062197,2.6742616668310726,1.3484322164062978,0.6737969756358517,0.001341846559310476,1.4744205716712233,0.991373917603488
2399,6.1,0.16,0.24,1.4,0.046,17.0,77.0,0.99319,3.66,0.57,10.3,6,0.894529152856046,1.1732101871331848,0.7783942812771115,0.9842010264548893,0.010420519534859058,1.0766041223439415,1.4439933409334103,0.28000268748417845,3.1243685445331417,0.7023940542934126,0.17413078381026845,0.13787014016904328
2403,8.8,0.33,0.36,2.1,0.034,19.0,125.0,0.99166,2.96,0.98,12.7,6,2.3053491887120194,0.5135611644597982,0.2132802017909171,0.8461758898154885,0.5388857191923696,0.9589944295436422,0.3144148245180093,0.7916054396304856,1.511847937164434,4.295286618930688,1.7763038979811607,0.13787014016904328
2404,9.8,0.16,0.46,1.8,0.046,23.0,130.0,0.99587,3.04,0.67,9.6,5,3.49048931521871,1.1732101871331848,1.0396756043476079,0.9053295198038032,0.010420519534859058,0.7237750439430433,0.19675039572473838,0.6161380809812353,0.981994624970425,1.5787093139610415,0.7430075659994365,0.991373917603488
2408,7.5,0.705,0.1,13.0,0.044,44.0,214.0,0.99741,3.1,0.5,9.1,5,0.7646670242533211,4.234380322385495,1.9353478448564783,1.3030726664266055,0.0811305202530125,0.5111267304601008,1.7800120080022133,1.1310846419650846,0.5846046408249183,0.08897337252607336,1.1493481247059845,0.991373917603488
2417,7.3,0.815,0.09,11.4,0.044,45.0,204.0,0.99713,3.15,0.46,9.0,5,0.5276389989519829,5.325820608710367,2.0179873851121473,0.9875866398222616,0.0811305202530125,0.5699315768602506,1.5446831504156715,1.0374579945134554,0.2534463207036641,0.26155273134097773,1.230616236447294,0.991373917603488
2440,6.8,0.46,0.26,6.3,0.147,49.0,159.0,0.99434,3.14,0.47,10.0,5,0.06493106430136242,1.8034451392073734,0.6131152007657733,0.01802506997908537,4.633748028822368,0.8051509624608495,0.485703291276233,0.10453532883492818,0.3196779847279137,0.1739212053742153,0.41793511903419783,0.991373917603488
2441,7.2,0.2,0.28,1.6,0.028,13.0,168.0,0.99203,3.17,1.06,11.5,6,0.40912498630131416,0.776322810287777,0.44783612025443503,0.944765273129346,0.8135388385559842,1.3118235079445406,0.6974992631041207,0.6678845126408646,0.12098299265516183,4.9963388266647915,0.8010865570854462,0.13787014016904328
2465,7.5,0.28,0.78,12.1,0.041,53.0,161.0,0.99838,2.98,0.44,8.7,5,0.7646670242533211,0.017451943403038586,3.6841408925290176,1.125611776461662,0.21845707993481953,1.0403703480614483,0.5327690627935414,1.4554340992081705,1.3793846091159316,0.4368157832745035,1.4744205716712233,0.991373917603488
2466,7.5,0.27,0.79,11.95,0.04,51.0,159.0,0.99839,2.98,0.44,8.7,5,0.7646670242533211,0.08176990080831344,3.766780432784687,1.0960349614675047,0.2642325998287553,0.9227606552611489,0.485703291276233,1.4587779080457128,1.3793846091159316,0.4368157832745035,1.4744205716712233,0.991373917603488
2476,6.8,0.29,0.49,1.4,0.142,52.0,148.0,0.9937,3.08,0.49,9.0,6,0.06493106430136242,0.11667378761439007,1.2875942251146149,0.9842010264548893,4.404870429352689,0.9815655016612986,0.226841547931037,0.10946843676874275,0.7170679688734205,0.001341846559310476,1.230616236447294,0.13787014016904328
2522,7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,10.4,8,0.5276389989519829,1.0739883429218329,0.7783942812771115,0.3368967099508017,3.443584511580039,0.1945314263416958,0.5563019485521956,0.35197718281417034,0.12098299265516183,0.9626049390750804,0.09286267206895914,2.3963582557141057
2525,7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,10.4,8,0.5276389989519829,1.0739883429218329,0.7783942812771115,0.3368967099508017,3.443584511580039,0.1945314263416958,0.5563019485521956,0.35197718281417034,0.12098299265516183,0.9626049390750804,0.09286267206895914,2.3963582557141057
2579,6.4,0.28,0.56,1.7,0.156,49.0,106.0,0.99354,3.1,0.37,9.2,6,0.538987114904038,0.017451943403038586,1.8660710069042987,0.9250473964665745,5.0457277078677905,0.8051509624608495,0.7615396539324388,0.16296937816967905,0.5846046408249183,1.0502364650418432,1.0680800129646753,0.13787014016904328
2589,7.2,0.615,0.1,1.4,0.068,25.0,154.0,0.99499,3.2,0.48,9.7,4,0.40912498630131416,3.341383724483328,1.9353478448564783,0.9842010264548893,1.0174819572014455,0.6061653511427438,0.36803886248296214,0.3218829032761785,0.07771199941759302,0.08628967940745241,0.6617394542581272,2.1206179753760193
2594,5.4,0.5,0.13,5.0,0.028,12.0,107.0,0.99079,3.48,0.88,13.5,7,1.7241272414107285,2.200332516052781,1.687429224089471,0.2743574665951149,0.8135388385559842,1.3706283543446902,0.7380067681737846,1.0825168084980001,1.9321985920966216,3.41897135926306,2.426448791911638,1.2671141979415745
2625,4.5,0.19,0.21,0.95,0.033,89.0,159.0,0.99332,3.34,0.42,8.0,5,2.7907533552667503,0.8755446544991291,1.0263129020441186,1.0729314714373608,0.5846612390863054,3.1573448184668385,0.485703291276233,0.23653317259594325,1.0049552957571057,0.6120788352080293,2.04329735386039,0.991373917603488
2629,5.8,0.6,0.0,1.3,0.044,72.0,197.0,0.99202,3.56,0.43,10.9,5,1.2500711908080528,3.1925509581663003,2.7617432474131687,1.0039189031176607,0.0811305202530125,2.1576624296642932,1.3799529501050922,0.6712283214784068,2.4620519042906306,0.5244473092412664,0.31347788663758885,0.991373917603488
2634,8.7,0.31,0.73,14.35,0.044,27.0,191.0,1.00013,2.96,0.88,8.7,5,2.186835176061349,0.3151174760370941,3.270943191250672,1.569264001374021,0.0811305202530125,0.4885556583424444,1.238755635553167,2.040600645780705,1.511847937164434,3.41897135926306,1.4744205716712233,0.991373917603488
2637,8.7,0.31,0.73,14.35,0.044,27.0,191.0,1.00013,2.96,0.88,8.7,5,2.186835176061349,0.3151174760370941,3.270943191250672,1.569264001374021,0.0811305202530125,0.4885556583424444,1.238755635553167,2.040600645780705,1.511847937164434,3.41897135926306,1.4744205716712233,0.991373917603488
2644,7.15,0.17,0.24,9.6,0.119,56.0,178.0,0.99578,3.15,0.44,10.2,6,0.34986797997597985,1.0739883429218329,0.7783942812771115,0.6326648598923743,3.3520334717921676,1.2167848872618976,0.9328281206906626,0.5860438014432063,0.2534463207036641,0.4368157832745035,0.2553988955515792,0.13787014016904328
2646,5.7,0.18,0.36,1.2,0.046,9.0,71.0,0.99199,3.7,0.68,10.9,7,1.3685852034587214,0.9747664987104812,0.2132802017909171,1.023636779780432,0.010420519534859058,1.5470428935451395,1.5851906554853354,0.6812597479910707,3.3892952006301464,1.6663408399278044,0.31347788663758885,1.2671141979415745
2649,7.15,0.17,0.24,9.6,0.119,56.0,178.0,0.99578,3.15,0.44,10.2,6,0.34986797997597985,1.0739883429218329,0.7783942812771115,0.6326648598923743,3.3520334717921676,1.2167848872618976,0.9328281206906626,0.5860438014432063,0.2534463207036641,0.4368157832745035,0.2553988955515792,0.13787014016904328
2651,6.4,0.68,0.26,3.4,0.069,25.0,146.0,0.99347,3.18,0.4,9.3,5,0.538987114904038,3.9863257118571163,0.6131152007657733,0.5898434931994591,1.0632574770953813,0.6061653511427438,0.1797757764137286,0.18637604003258637,0.05475132863090923,0.7873418871415545,0.9868119012233645,0.991373917603488
2654,6.9,0.4,0.22,5.95,0.081,76.0,303.0,0.99705,3.4,0.57,9.4,5,0.05358294834930726,1.2081140739392617,0.9436733617884495,0.08703763829878557,1.61256371582261,2.392881815264892,3.8744388405224357,1.0107075238130059,1.4023452799026126,0.7023940542934126,0.9055437894820552,0.991373917603488
2668,9.6,0.655,0.21,2.0,0.039,21.0,120.0,0.99188,3.0,1.0,12.6,6,3.2534612899173707,3.738271101328736,1.0263129020441186,0.8658937664782601,0.3100081197226911,0.8413847367433428,0.4320792533112802,0.7180416452042214,1.2469212810674295,4.470549670864214,1.6950357862398515,0.13787014016904328
2704,6.6,0.26,0.38,6.5,0.17,68.0,201.0,0.9956,3.19,0.38,9.4,6,0.30195908960270074,0.18099174501966547,0.37855928230225533,0.021410683346457675,5.686584986382892,1.9224430440636942,1.4740844931397088,0.5258552423671855,0.011480335393340427,0.9626049390750804,0.9055437894820552,0.13787014016904328
2705,6.7,0.26,0.39,6.4,0.171,64.0,200.0,0.99562,3.19,0.38,9.4,6,0.18344507695203105,0.18099174501966547,0.4611988225579245,0.0016928066836862405,5.732360506276827,1.6872236584630953,1.4505516073810547,0.53254286004227,0.011480335393340427,0.9626049390750804,0.9055437894820552,0.13787014016904328
2711,5.6,0.2,0.22,1.3,0.049,25.0,155.0,0.99296,3.74,0.43,10.0,5,1.4870992161093912,0.776322810287777,0.9436733617884495,1.0039189031176607,0.14774707921666638,0.6061653511427438,0.3915717482416163,0.35691029074802205,3.6542218567271507,0.5244473092412664,0.41793511903419783,0.991373917603488
